cpd_mnth_id,cpd_dt,cluster_name_adjusted,mrch_catg_cd,mrch_catg_rlup_nm,merchant,cp_flag,domestic_flag,intraregion_flag,interregion_flag,city_name,country_code,spend
202306,6/11/2023,Frugal Family,5411,GROCERY STORES/SUPERMARKETS,SAINSBURY'S,0,1,0,0,Not_Available,826,53.56
202305,5/12/2023,Family,5818,LARGE DIGITAL GOODS MERCHANT,APPLE.COM/BILL,0,0,1,0,Not_Available,372,10.1
202305,5/12/2023,Family,5818,LARGE DIGITAL GOODS MERCHANT,ITUNES MUSIC STORE,0,0,1,0,Not_Available,372,10.1
202305,5/19/2023,Family,5818,LARGE DIGITAL GOODS MERCHANT,APPLE.COM/BILL,0,0,1,0,Not_Available,372,0.99
202305,5/19/2023,Family,5818,LARGE DIGITAL GOODS MERCHANT,ITUNES MUSIC STORE,0,0,1,0,Not_Available,372,0.99
202306,6/19/2023,Family,5818,LARGE DIGITAL GOODS MERCHANT,APPLE.COM/BILL,0,0,1,0,Not_Available,372,1.02
202306,6/19/2023,Family,5818,LARGE DIGITAL GOODS MERCHANT,ITUNES MUSIC STORE,0,0,1,0,Not_Available,372,1.02
202307,7/19/2023,Family,5818,LARGE DIGITAL GOODS MERCHANT,ITUNES MUSIC STORE,0,0,1,0,Not_Available,372,1.04
202307,7/19/2023,Family,5818,LARGE DIGITAL GOODS MERCHANT,APPLE.COM/BILL,0,0,1,0,Not_Available,372,1.04
202305,5/4/2023,Urban Spenders,5818,LARGE DIGITAL GOODS MERCHANT,APPLE.COM/BILL,0,0,1,0,Not_Available,372,28.9
202305,5/4/2023,Urban Spenders,5818,LARGE DIGITAL GOODS MERCHANT,ITUNES MUSIC STORE,0,0,1,0,Not_Available,372,28.9
202306,6/3/2023,Urban Spenders,5818,LARGE DIGITAL GOODS MERCHANT,ITUNES MUSIC STORE,0,0,1,0,Not_Available,372,28.81
202306,6/3/2023,Urban Spenders,5818,LARGE DIGITAL GOODS MERCHANT,APPLE.COM/BILL,0,0,1,0,Not_Available,372,28.81
202307,7/4/2023,Urban Spenders,5818,LARGE DIGITAL GOODS MERCHANT,APPLE.COM/BILL,0,0,1,0,Not_Available,372,29.21
202307,7/4/2023,Urban Spenders,5818,LARGE DIGITAL GOODS MERCHANT,ITUNES MUSIC STORE,0,0,1,0,Not_Available,372,29.21
202305,5/10/2023,Frugal Family,5411,GROCERY STORES/SUPERMARKETS,WM MORRISON,0,1,0,0,Not_Available,826,97.83
202305,5/24/2023,Frugal Family,5411,GROCERY STORES/SUPERMARKETS,WM MORRISON,0,1,0,0,Not_Available,826,106.92
202306,6/4/2023,Frugal Family,5411,GROCERY STORES/SUPERMARKETS,WM MORRISON,0,1,0,0,Not_Available,826,120.63
202306,6/14/2023,Frugal Family,5411,GROCERY STORES/SUPERMARKETS,WM MORRISON,0,1,0,0,Not_Available,826,105.38
202306,6/28/2023,Frugal Family,5411,GROCERY STORES/SUPERMARKETS,WM MORRISON,0,1,0,0,Not_Available,826,134.85
202307,7/6/2023,Frugal Family,5411,GROCERY STORES/SUPERMARKETS,WM MORRISON,0,1,0,0,Not_Available,826,109.95
202306,6/13/2023,Urban Spenders,4812,TELECOMMUNICATION EQUIPMENT,AMPAY,0,1,0,0,Not_Available,826,75.64
202307,7/8/2023,Frugal Family,8398,CHARITABLE/SOC SERVICE ORGS,AGE UK,1,1,0,0,Not_Available,826,24.51
202305,5/6/2023,Family,5992,FLORISTS,FREDDIES FLOWERS,0,1,0,0,Not_Available,826,36.7
202305,5/6/2023,Family,5992,FLORISTS,FREDDIES FLOWERS,0,1,0,0,Not_Available,826,36.7
202306,6/3/2023,Family,5992,FLORISTS,FREDDIES FLOWERS,0,1,0,0,Not_Available,826,36.4
202306,6/3/2023,Family,5992,FLORISTS,FREDDIES FLOWERS,0,1,0,0,Not_Available,826,36.4
202307,7/6/2023,Urban Spenders,4722,TRAVEL AGENCIES,AIRBNB ,0,1,0,0,Not_Available,826,117.98
202307,7/6/2023,Urban Spenders,4722,TRAVEL AGENCIES,AIRBNB GLOBAL NETWORK,0,1,0,0,Not_Available,826,117.98
202307,7/23/2023,Affluent Segment,5941,SPORTING GOODS STORES,SUTTON SPORTS DIRECT,1,1,0,0,Not_Available,826,49.3
202307,7/24/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,2.57
202307,7/25/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,6.43
202305,5/10/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,11.37
202306,6/13/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,7.55
202307,7/27/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,6.47
202306,6/17/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,14.12
202307,7/24/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,6.44
202305,5/23/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,9.32
202305,5/14/2023,Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,Not_Available,826,6.26
202305,5/14/2023,Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,PRIME VIDEO CHANNELS,0,1,0,0,Not_Available,826,6.26
202306,6/14/2023,Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,PRIME VIDEO CHANNELS,0,1,0,0,Not_Available,826,6.3
202306,6/14/2023,Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,Not_Available,826,6.3
202307,7/14/2023,Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,Not_Available,826,6.56
202307,7/14/2023,Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,PRIME VIDEO CHANNELS,0,1,0,0,Not_Available,826,6.56
202305,5/10/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,11.37
202305,5/23/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,9.32
202305,5/27/2023,Frugal Family,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,AMAZON.CO.UK,0,1,0,0,Not_Available,826,4.95
202305,5/27/2023,Frugal Family,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,AMAZON.COM,0,1,0,0,Not_Available,826,4.95
202306,6/13/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,7.55
202306,6/17/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,14.12
202306,6/27/2023,Frugal Family,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,AMAZON.CO.UK,0,1,0,0,Not_Available,826,5.09
202306,6/27/2023,Frugal Family,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,AMAZON.COM,0,1,0,0,Not_Available,826,5.09
202307,7/24/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,6.44
202307,7/24/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,2.57
202307,7/25/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,6.43
202307,7/27/2023,Frugal Family,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,AMAZON.COM,0,1,0,0,Not_Available,826,5.17
202307,7/27/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,6.47
202307,7/27/2023,Frugal Family,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,AMAZON.CO.UK,0,1,0,0,Not_Available,826,5.17
202305,5/13/2023,Affluent Segment,8999,PROFESSIONAL SERVICES - DEF,PAYPAL,0,1,0,0,Not_Available,826,3.76
202305,5/19/2023,Affluent Segment,8999,PROFESSIONAL SERVICES - DEF,PAYPAL,0,1,0,0,Not_Available,826,2.5
202305,5/26/2023,Affluent Segment,4899,"CABLE, SAT, PAY TV/RADIO SVCS",PAYPAL,0,1,0,0,Not_Available,826,13.62
202305,5/29/2023,Affluent Segment,5734,COMPUTER SOFTWARE STORES,PAYPAL,0,1,0,0,Not_Available,826,8.67
202305,5/30/2023,Affluent Segment,8999,PROFESSIONAL SERVICES - DEF,PAYPAL,0,1,0,0,Not_Available,826,6.2
202306,6/1/2023,Affluent Segment,5621,WOMENS READY TO WEAR STORES,PAYPAL,0,1,0,0,Not_Available,826,96.78
202306,6/3/2023,Affluent Segment,5621,WOMENS READY TO WEAR STORES,PAYPAL,0,1,0,0,Not_Available,826,70.25
202306,6/26/2023,Affluent Segment,4899,"CABLE, SAT, PAY TV/RADIO SVCS",PAYPAL,0,1,0,0,Not_Available,826,14.02
202306,6/29/2023,Affluent Segment,5734,COMPUTER SOFTWARE STORES,PAYPAL,0,1,0,0,Not_Available,826,8.92
202307,7/8/2023,Affluent Segment,8999,PROFESSIONAL SERVICES - DEF,PAYPAL,0,1,0,0,Not_Available,826,2.57
202307,7/12/2023,Affluent Segment,5331,VARIETY STORES,PAYPAL,0,1,0,0,Not_Available,826,56.05
202307,7/26/2023,Affluent Segment,4899,"CABLE, SAT, PAY TV/RADIO SVCS",PAYPAL,0,1,0,0,Not_Available,826,14.18
202307,7/29/2023,Affluent Segment,5734,COMPUTER SOFTWARE STORES,PAYPAL,0,1,0,0,Not_Available,826,9.01
202305,5/10/2023,Frugal Family,5941,SPORTING GOODS STORES,PAYPAL,0,1,0,0,Not_Available,826,44.02
202306,6/13/2023,Frugal Family,5331,VARIETY STORES,PAYPAL,0,1,0,0,Not_Available,826,17.65
202306,6/13/2023,Frugal Family,5970,ARTIST/CRAFT SHOPS,PAYPAL,0,1,0,0,Not_Available,826,4.6
202306,6/21/2023,Frugal Family,4112,PASSENGER RAILWAYS,PAYPAL,0,1,0,0,Not_Available,826,24.99
202307,7/12/2023,Frugal Family,5661,SHOE STORES,PAYPAL,0,1,0,0,Not_Available,826,95.06
202307,7/25/2023,Frugal Family,5499,MISC FOOD STORES - DEFAULT,PAYPAL,0,1,0,0,Not_Available,826,16.37
202305,5/2/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,2.5
202305,5/2/2023,Urban Spenders,7278,BUYING/SHOPPING SERVICES,PAYPAL,0,1,0,0,Not_Available,826,50.32
202305,5/2/2023,Urban Spenders,4814,TELECOMMUNICATION SERVICES,PAYPAL,0,1,0,0,Not_Available,826,12.58
202305,5/6/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,25.64
202305,5/7/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,2.57
202305,5/26/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,21.37
202305,5/26/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,2.14
202305,5/26/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,38.25
202305,5/26/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,11
202305,5/28/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,1.26
202305,5/31/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,22.55
202306,6/1/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,3.39
202306,6/2/2023,Urban Spenders,4814,TELECOMMUNICATION SERVICES,PAYPAL,0,1,0,0,Not_Available,826,12.54
202306,6/4/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,1,0,0,Not_Available,826,2.41
202306,6/4/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,1,0,0,Not_Available,826,16.08
202306,6/8/2023,Urban Spenders,7011,,PAYPAL,0,1,0,0,Not_Available,826,52.63
202306,6/17/2023,Urban Spenders,7832,MOTION PICTURE THEATRES,PAYPAL,0,1,0,0,Not_Available,826,28.21
202307,7/2/2023,Urban Spenders,4814,TELECOMMUNICATION SERVICES,PAYPAL,0,1,0,0,Not_Available,826,12.73
202307,7/4/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,1,0,0,Not_Available,826,20.26
202307,7/6/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,1,0,0,Not_Available,826,20.42
202307,7/6/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,1,0,0,Not_Available,826,3.04
202307,7/7/2023,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,1,0,0,Not_Available,826,2.05
202307,7/16/2023,Urban Spenders,5811,CATERERS,PAYPAL,0,1,0,0,Not_Available,826,17.09
202305,5/5/2023,Urban Spenders,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,PAYPAL,0,0,0,1,Not_Available,124,5.32
202305,5/9/2023,Urban Spenders,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,PAYPAL,0,0,0,1,Not_Available,124,2.31
202306,6/9/2023,Urban Spenders,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,PAYPAL,0,0,0,1,Not_Available,124,2.32
202307,7/9/2023,Urban Spenders,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,PAYPAL,0,0,0,1,Not_Available,124,2.33
202307,7/11/2023,Urban Spenders,5200,HOME SUPPLY WAREHOUSE STORES,PAYPAL,0,0,0,1,Not_Available,702,32.15
202307,7/15/2023,Urban Spenders,5499,MISC FOOD STORES - DEFAULT,NYA BP,1,1,0,0,Not_Available,826,1.31
202307,7/15/2023,Urban Spenders,5499,MISC FOOD STORES - DEFAULT,NYA,1,1,0,0,Not_Available,826,1.31
202305,5/1/2023,Urban Spenders,4899,"CABLE, SAT, PAY TV/RADIO SVCS",NETFLIX,0,0,0,1,Not_Available,124,17.53
202305,5/31/2023,Urban Spenders,4899,"CABLE, SAT, PAY TV/RADIO SVCS",NETFLIX,0,0,0,1,Not_Available,124,17.45
202307,7/1/2023,Urban Spenders,4899,"CABLE, SAT, PAY TV/RADIO SVCS",NETFLIX,0,0,0,1,Not_Available,124,17.92
202307,7/31/2023,Urban Spenders,4899,"CABLE, SAT, PAY TV/RADIO SVCS",NETFLIX,0,0,0,1,Not_Available,124,17.97
202305,5/18/2023,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,36.66
202305,5/20/2023,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,50.82
202305,5/24/2023,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,10.63
202305,5/28/2023,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,17.65
202306,6/7/2023,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,32.15
202306,6/29/2023,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,9.48
202307,7/6/2023,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,18.34
202307,7/7/2023,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,15.23
202307,7/20/2023,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,15.28
202307,7/22/2023,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,15.46
202305,5/5/2023,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60JS,826,77.04
202307,7/5/2023,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60JS,826,63.88
202305,5/19/2023,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AUDIBLE INC,0,1,0,0,adbl.co/pymt,826,9.98
202305,5/19/2023,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AUDIBLE UK,0,1,0,0,adbl.co/pymt,826,9.98
202306,6/19/2023,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AUDIBLE INC,0,1,0,0,adbl.co/pymt,826,10.27
202306,6/19/2023,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AUDIBLE UK,0,1,0,0,adbl.co/pymt,826,10.27
202306,6/27/2023,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,14.31
202305,5/3/2023,Family,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,123.9
202305,5/22/2023,Frugal Family,5735,RECORD STORES,AMAZON MUSIC,0,1,0,0,amazon.co.uk,826,6.23
202306,6/22/2023,Frugal Family,5735,RECORD STORES,AMAZON MUSIC,0,1,0,0,amazon.co.uk,826,6.39
202305,5/20/2023,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,17.24
202306,6/26/2023,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,7.65
202307,7/4/2023,Frugal Family,5942,BOOK STORES,AMZN MKTP UK,0,0,0,1,AMAZON.CO.UK,840,3
202306,6/4/2023,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,50.2
202306,6/13/2023,Family,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,31.52
202306,6/10/2023,Family,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,74.27
202307,7/16/2023,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,299.98
202307,7/22/2023,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,32.27
202307,7/13/2023,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,20.52
202307,7/19/2023,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,4.45
202307,7/23/2023,Frugal Family,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,9.63
202307,7/1/2023,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,25.6
202307,7/22/2023,Frugal Family,5735,RECORD STORES,AMAZON MUSIC,0,1,0,0,amazon.co.uk,826,6.44
202305,5/23/2023,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,18.95
202305,5/23/2023,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,18.95
202306,6/4/2023,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON,0,1,0,0,AMAZON.CO.UK,826,50.2
202306,6/12/2023,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,6.41
202306,6/12/2023,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,6.41
202306,6/28/2023,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,38.01
202306,6/28/2023,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,38.01
202307,7/4/2023,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,8.9
202307,7/4/2023,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,8.9
202307,7/13/2023,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,89.58
202307,7/13/2023,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,20.52
202307,7/13/2023,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,89.58
202307,7/17/2023,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,83.74
202307,7/17/2023,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,83.74
202307,7/19/2023,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,4.45
202307,7/22/2023,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,32.27
202307,7/29/2023,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,12.88
202307,7/29/2023,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,12.88
202305,5/3/2023,Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,12.5
202305,5/3/2023,Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,12.5
202305,5/3/2023,Family,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,123.9
202305,5/12/2023,Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,63.82
202305,5/12/2023,Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,63.82
202305,5/21/2023,Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,10.68
202305,5/21/2023,Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,10.68
202305,5/24/2023,Family,5999,MISC SPECIALTY RETAIL,AMAZON,0,1,0,0,amazon.co.uk,826,74.46
202305,5/24/2023,Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,amazon.co.uk,826,74.46
202306,6/10/2023,Family,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,74.27
202306,6/13/2023,Family,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,31.52
202306,6/17/2023,Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,69.35
202306,6/17/2023,Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,69.35
202305,5/9/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,16.46
202305,5/9/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,16.46
202305,5/17/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,21.32
202305,5/17/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,21.32
202305,5/17/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,30.7
202305,5/17/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,30.7
202305,5/22/2023,Frugal Family,5735,RECORD STORES,AMAZON.COM,0,1,0,0,amazon.co.uk,826,6.23
202305,5/25/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,22.44
202305,5/25/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,21.18
202305,5/25/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,22.44
202305,5/25/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,21.18
202305,5/27/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,24.78
202305,5/27/2023,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,24.78
