Name,Value.accountId,cluster_name_adjusted,Value.amount.currencyCode,mrch_catg_rlup_nm2,Value.dates.booked,amount,Category
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BARS/TAVERNS/LOUNGES/DISCOS,5/30/2023,22.32,food
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BARS/TAVERNS/LOUNGES/DISCOS,5/30/2023,22.32,food
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BARS/TAVERNS/LOUNGES/DISCOS,6/6/2023,18.72,food
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BARS/TAVERNS/LOUNGES/DISCOS,6/12/2023,15.74,food
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BARS/TAVERNS/LOUNGES/DISCOS,6/25/2023,2.55,food
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BARS/TAVERNS/LOUNGES/DISCOS,6/25/2023,23.35,food
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BARS/TAVERNS/LOUNGES/DISCOS,6/25/2023,23.35,food
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BARS/TAVERNS/LOUNGES/DISCOS,6/25/2023,2.55,food
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BARS/TAVERNS/LOUNGES/DISCOS,6/25/2023,23.35,food
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BARS/TAVERNS/LOUNGES/DISCOS,6/25/2023,23.35,food
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BARS/TAVERNS/LOUNGES/DISCOS,6/25/2023,2.55,food
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BARS/TAVERNS/LOUNGES/DISCOS,6/25/2023,2.55,food
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BARS/TAVERNS/LOUNGES/DISCOS,7/7/2023,27.1,food
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BARS/TAVERNS/LOUNGES/DISCOS,7/7/2023,27.1,food
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BARS/TAVERNS/LOUNGES/DISCOS,7/14/2023,34.17,food
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,BARS/TAVERNS/LOUNGES/DISCOS,6/10/2023,49.99,food
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,BARS/TAVERNS/LOUNGES/DISCOS,6/10/2023,9.57,food
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,BARS/TAVERNS/LOUNGES/DISCOS,6/14/2023,27.12,food
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,BARS/TAVERNS/LOUNGES/DISCOS,7/12/2023,64.75,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,BARS/TAVERNS/LOUNGES/DISCOS,5/20/2023,9.99,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,BARS/TAVERNS/LOUNGES/DISCOS,5/20/2023,9.99,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,BARS/TAVERNS/LOUNGES/DISCOS,5/22/2023,8.74,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,BARS/TAVERNS/LOUNGES/DISCOS,6/23/2023,13.87,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,BARS/TAVERNS/LOUNGES/DISCOS,7/16/2023,14.46,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,BARS/TAVERNS/LOUNGES/DISCOS,7/16/2023,5.26,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,BARS/TAVERNS/LOUNGES/DISCOS,7/16/2023,3.94,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,BARS/TAVERNS/LOUNGES/DISCOS,7/16/2023,5.26,food
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,BEAUTY/BARBER SHOPS,5/21/2023,106.14,wellness
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,BEAUTY/BARBER SHOPS,6/4/2023,15.06,wellness
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,BEAUTY/BARBER SHOPS,6/18/2023,83.54,wellness
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,BEAUTY/BARBER SHOPS,7/8/2023,70.69,wellness
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,BEAUTY/BARBER SHOPS,7/26/2023,23.23,wellness
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,BEAUTY/BARBER SHOPS,7/26/2023,41.3,wellness
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,BEAUTY/BARBER SHOPS,7/27/2023,71.3,wellness
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,BEAUTY/BARBER SHOPS,7/29/2023,28.36,wellness
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,BEAUTY/BARBER SHOPS,7/31/2023,15.47,wellness
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,BOOK STORES,6/2/2023,54.53,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,BOOK STORES,6/2/2023,54.53,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,BOOK STORES,7/4/2023,3,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,BOOK STORES,7/4/2023,3,shopping
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,BUS LINES,5/11/2023,25.11,transport
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,BUS LINES,5/20/2023,24.72,transport
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,BUS LINES,6/3/2023,1.88,transport
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,BUS LINES,6/3/2023,1.88,transport
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,BUS LINES,7/20/2023,25.86,transport
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,BUS LINES,7/20/2023,25.86,transport
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,BUS LINES,7/28/2023,2.6,transport
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,BUS LINES,7/29/2023,25.52,transport
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BUSINESS SERVICES - DEFAULT,6/25/2023,2.62,N/A
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,BUSINESS SERVICES - DEFAULT,6/25/2023,2.62,N/A
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,BUSINESS SERVICES - DEFAULT,7/25/2023,43.63,N/A
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,BUSINESS SERVICES - DEFAULT,7/25/2023,43.63,N/A
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,BUYING/SHOPPING SERVICES,6/7/2023,57.01,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,BUYING/SHOPPING SERVICES,5/2/2023,50.32,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,"CABLE, SAT, PAY TV/RADIO SVCS",5/26/2023,13.62,home
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,"CABLE, SAT, PAY TV/RADIO SVCS",6/26/2023,14.02,home
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,"CABLE, SAT, PAY TV/RADIO SVCS",7/26/2023,14.18,home
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,"CABLE, SAT, PAY TV/RADIO SVCS",5/1/2023,17.53,home
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,"CABLE, SAT, PAY TV/RADIO SVCS",5/27/2023,14.87,home
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,"CABLE, SAT, PAY TV/RADIO SVCS",5/27/2023,14.87,home
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,"CABLE, SAT, PAY TV/RADIO SVCS",5/31/2023,17.45,home
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,"CABLE, SAT, PAY TV/RADIO SVCS",6/27/2023,15.29,home
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,"CABLE, SAT, PAY TV/RADIO SVCS",6/27/2023,15.29,home
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,"CABLE, SAT, PAY TV/RADIO SVCS",7/1/2023,17.92,home
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,"CABLE, SAT, PAY TV/RADIO SVCS",7/27/2023,15.54,home
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,"CABLE, SAT, PAY TV/RADIO SVCS",7/27/2023,15.54,home
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,"CABLE, SAT, PAY TV/RADIO SVCS",7/31/2023,17.97,home
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CATERERS,6/27/2023,9.19,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CATERERS,5/1/2023,7.07,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CATERERS,5/2/2023,6.44,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CATERERS,5/6/2023,6.48,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CATERERS,5/11/2023,6.21,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CATERERS,5/21/2023,6.39,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CATERERS,5/29/2023,6.99,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CATERERS,6/6/2023,7.21,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CATERERS,6/15/2023,34.3,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CATERERS,6/15/2023,11.88,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CATERERS,6/19/2023,18.25,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CATERERS,7/14/2023,14.46,food
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CATERERS,7/16/2023,17.09,food
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,5/3/2023,62.58,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,5/3/2023,133.03,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,5/3/2023,133.03,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,5/3/2023,62.58,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,5/13/2023,97.84,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,5/13/2023,97.84,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,5/22/2023,62.44,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,5/22/2023,62.44,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,5/29/2023,24.8,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,5/29/2023,24.8,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,6/28/2023,40.2,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,6/28/2023,99.55,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,6/28/2023,99.55,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,6/28/2023,40.2,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,7/2/2023,12.09,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,7/3/2023,7,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,7/5/2023,99.39,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,7/5/2023,99.39,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,7/17/2023,52.59,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHARITABLE/SOC SERVICE ORGS,7/17/2023,52.59,misc
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,CHARITABLE/SOC SERVICE ORGS,7/16/2023,28.93,misc
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,CHARITABLE/SOC SERVICE ORGS,7/16/2023,28.93,misc
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,CHARITABLE/SOC SERVICE ORGS,7/16/2023,28.93,misc
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,CHARITABLE/SOC SERVICE ORGS,7/16/2023,28.93,misc
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CHARITABLE/SOC SERVICE ORGS,6/5/2023,12.55,misc
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CHARITABLE/SOC SERVICE ORGS,6/6/2023,8.74,misc
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CHARITABLE/SOC SERVICE ORGS,7/8/2023,24.51,misc
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CHARITABLE/SOC SERVICE ORGS,7/27/2023,3.24,misc
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CHARITABLE/SOC SERVICE ORGS,7/31/2023,11.92,misc
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CHARITABLE/SOC SERVICE ORGS,7/5/2023,3.82,misc
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CHARITABLE/SOC SERVICE ORGS,7/5/2023,3.82,misc
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CHARITABLE/SOC SERVICE ORGS,7/26/2023,25.81,misc
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CHILDREN/INFANTS WEAR STORES,7/26/2023,48.66,shopping
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CIGAR STORES/STANDS,7/29/2023,7.73,food
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,COMMERCIAL EQUIPMENT - DEFAULT,6/11/2023,2.39,N/A
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,COMMERCIAL EQUIPMENT - DEFAULT,6/11/2023,2.39,N/A
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,COMPUTER SOFTWARE STORES,5/29/2023,8.67,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,COMPUTER SOFTWARE STORES,6/29/2023,8.92,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,COMPUTER SOFTWARE STORES,7/29/2023,9.01,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,COMPUTER SOFTWARE STORES,5/27/2023,1.97,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,COMPUTER SOFTWARE STORES,5/27/2023,1.97,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,COMPUTER SOFTWARE STORES,6/27/2023,2.03,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,COMPUTER SOFTWARE STORES,6/27/2023,2.03,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,COMPUTER SOFTWARE STORES,7/27/2023,2.06,shopping
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,COMPUTER SOFTWARE STORES,7/27/2023,2.06,shopping
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CONTINUITY/SUBSCRIPTION MERCHT,5/13/2023,11.28,entertainment
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CONTINUITY/SUBSCRIPTION MERCHT,5/13/2023,11.28,entertainment
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CONTINUITY/SUBSCRIPTION MERCHT,6/13/2023,11.33,entertainment
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CONTINUITY/SUBSCRIPTION MERCHT,6/13/2023,11.33,entertainment
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CONTINUITY/SUBSCRIPTION MERCHT,7/13/2023,11.69,entertainment
transactions,5a73582adf954cf6b3db6cc97bedccd9,Affluent Segment,GBP,CONTINUITY/SUBSCRIPTION MERCHT,7/13/2023,11.69,entertainment
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,5/14/2023,6.26,entertainment
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,5/14/2023,6.26,entertainment
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,6/14/2023,6.3,entertainment
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,6/14/2023,6.3,entertainment
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,7/14/2023,6.56,entertainment
transactions,94177e7a3daa4ef18746b355980ebd5f,Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,7/14/2023,6.56,entertainment
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,5/15/2023,11.28,entertainment
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,5/15/2023,11.28,entertainment
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,5/19/2023,9.98,entertainment
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,5/19/2023,9.98,entertainment
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,6/15/2023,11.42,entertainment
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,6/15/2023,11.42,entertainment
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,6/19/2023,10.27,entertainment
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,6/19/2023,10.27,entertainment
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,7/15/2023,11.82,entertainment
transactions,5a73582adf954cf6b3db6cc97tedggd9,Frugal Family,GBP,CONTINUITY/SUBSCRIPTION MERCHT,7/15/2023,11.82,entertainment
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,CONTINUITY/SUBSCRIPTION MERCHT,5/27/2023,11.15,entertainment
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,CONTINUITY/SUBSCRIPTION MERCHT,5/27/2023,11.15,entertainment
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,CONTINUITY/SUBSCRIPTION MERCHT,6/27/2023,11.46,entertainment
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,CONTINUITY/SUBSCRIPTION MERCHT,6/27/2023,11.46,entertainment
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,CONTINUITY/SUBSCRIPTION MERCHT,7/27/2023,11.65,entertainment
transactions,5a73582adf954cf6b3db6cc97yedood7,Sensible Spenders,GBP,CONTINUITY/SUBSCRIPTION MERCHT,7/27/2023,11.65,entertainment
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CONTINUITY/SUBSCRIPTION MERCHT,5/18/2023,14.99,entertainment
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CONTINUITY/SUBSCRIPTION MERCHT,5/18/2023,14.99,entertainment
transactions,6r88582adf954cf6b3db6cc97bedccd9,Urban Spenders,GBP,CONTINUITY/SUBSCRIPTION MERCHT,6/18/2023,14.99,entertainment
